FID,Loc_name,Status,Score,Match_type,Match_addr,Addr_type,AddNum,AddNumFrom,AddNumTo,Side,StPreDir,StPreType,StName,StType,StDir,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,EntityID,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,ORIG_ADDRE,AddressLin,Latitude,Longitude,AdminDistr,PostalCode,ADV_RES_RE,EKIP_VOUCH,
232,USA.StreetAddress,M,100,A,"24279 MO 51, Puxico, Missouri, 63960",StreetAddress,24279,24265,24367,L, ,MO,51, , ,24279 MO 51,Puxico,Missouri,63960,USA,-90.144728,36.96833,-90.144728,36.96833,"24279 State Highway 51, Puxico, 63960",234, U.S. Fish and Wildlife Service,Mingo NWR,"visitor center, theater, trails,  auto tour route",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events","Y, with staff and volunteers","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Mingo/,573-222-3589,"24279 State Highway 51, Puxico","24279 State Highway 51, Puxico, 63960",36.96833,-90.144728,Missouri,63960,No,,
233,USA.PointAddress,M,100,A,"4567 Wildfowl Ln, Stevensville, Montana, 59870",PointAddress,4567, , ,R, , ,Wildfowl,Ln, ,4567 Wildfowl Ln,Stevensville,Montana,59870,USA,-114.077486,46.555303,-114.076521,46.55593,"4567 Wildfowl Lane, Stevensville, MT, 59870",235, U.S. Fish and Wildlife Service,Lee Metcalf NWR,"Visitor center, outdoor amphitheater, conference room, 2 outdoor EE shelters, trails, driving route",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events","Y, with staff, volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Lee_Metcalf/,406-777-5552,"4567 Wildfowl Lane, Stevensville, MT","4567 Wildfowl Lane, Stevensville, MT, 59870",46.555303,-114.077486,Montana,59870,No,,
234,USA.StreetName,M,100,A,"Refuge Rd, Valentine, Nebraska, 69201",StreetName, , , , , , ,Refuge,Rd, ,Refuge Rd,Valentine,Nebraska,69201,USA,-100.660523,42.527654,-100.660523,42.527654,"39983 Refuge Road, Valentine, Nebraska , 69201",236, U.S. Fish and Wildlife Service,Fort Niobrara NWR,"visitor education center, auto tour route, trails, outdoor recreation",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events", ,March - November,http://www.fws.gov/refuge/fort_niobrara/,402-376-3789,"39983 Refuge Road, Valentine, Nebraska","39983 Refuge Road, Valentine, Nebraska , 69201",42.527654,-100.660523,Nebraska,69201,No,,
235,USA.StreetAddress,M,100,A,"16001 Corn Creek Rd, Las Vegas, Nevada, 89124",StreetAddress,16001,16001,16037,L, , ,Corn Creek,Rd, ,16001 Corn Creek Rd,Las Vegas,Nevada,89124,USA,-115.361983,36.436606,-115.361983,36.436606,"16001 Corn Creek Road, Las Vegas, NV , 89124",237, U.S. Fish and Wildlife Service,Desert NWR,"Visitor center, exhibits, education center, trails, primitive camping",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events", ,Year round,http://www.fws.gov/refuge/desert/,702-879-6110,"16001 Corn Creek Road, Las Vegas, NV","16001 Corn Creek Road, Las Vegas, NV , 89124",36.436606,-115.361983,Nevada,89124,No,,
236,USA.StreetAddress,M,90.1,A,"800 Great Creek Rd, Galloway, New Jersey, 08205",StreetAddress,800,898,800,L, , ,Great Creek,Rd, ,800 Great Creek Rd,Galloway,New Jersey,8205,USA,-74.451986,39.465201,-74.451986,39.465201,"800 Great Creek Road, Galloway, New Jersey , 08231",238, U.S. Fish and Wildlife Service,Forsythe NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities,  recreation","Y, with volunteers and partner organizations","Year-round opportunities.Peak periods May through September, although activities are offered throughout the year",http://www.fws.gov/refuge/Edwin_B_Forsythe/,609-652-1665,"800 Great Creek Road, Galloway, New Jersey","800 Great Creek Road, Galloway, New Jersey , 08231",39.465201,-74.451986,New Jersey,8231,No,,
237,PHL.StreetName,M,90.77,A,"Lane 1, San Antonio, Para’±aque, Fourth District NCR, National Capital Region",StreetName, , , , , , ,1,Lane, ,Lane 1,Para’±aque,National Capital Region, ,PHL,121.03301,14.465175,121.03301,14.465175,"1001 Highway 1, San Antonio, NM, 87832",239, U.S. Fish and Wildlife Service,Bosque Del Apache NWR,"Visitor Center, education center, trails, auto tour route, outdoor recreation",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events", ,Year round,http://www.fws.gov/refuge/bosque_del_apache/,575-835-1828,"1001 Highway 1, San Antonio, NM","1001 Highway 1, San Antonio, NM, 87832",14.465175,121.03301,New Mexico,87832,No,,
238,USA.StreetAddress,M,92.43,A,"4200 W Pine Lodge Rd, Roswell, New Mexico, 88201",StreetAddress,4200,4398,4200,R,W, ,Pine Lodge,Rd, ,4200 W Pine Lodge Rd,Roswell,New Mexico,88201,USA,-104.588757,33.452044,-104.588757,33.452044,"4200 East Pine Lodge Road, Roswell, NM, 88201",240, U.S. Fish and Wildlife Service,Bitter Lake NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities, auto tour, recreation","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Bitter_Lake/,575-622-6755,"4200 East Pine Lodge Road, Roswell, NM","4200 East Pine Lodge Road, Roswell, NM, 88201",33.452044,-104.588757,New Mexico,88201,No,,
239,USA.Postal,M,100,A,"87801, Socorro, New Mexico",Postal, , , , , , , , , , ,Socorro,New Mexico,87801,USA,-106.89654,34.060283,-106.89654,34.060283,"Socorro, NM, 87801",241, U.S. Fish and Wildlife Service,Sevilleta NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities,  recreation","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Sevilleta/,505-864-4021,"Socorro, NM","Socorro, NM, 87801",34.060283,-106.89654,New Mexico,87801,No,,
240,USA.StreetAddress,M,100,A,"1101 Casey Rd, Basom, New York, 14013",StreetAddress,1101,1399,1049,R, , ,Casey,Rd, ,1101 Casey Rd,Basom,New York,14013,USA,-78.403039,43.111276,-78.403039,43.111276,"1101 Casey Road, Basom, NY, 14013",242, U.S. Fish and Wildlife Service,Iriquois NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations", ,http://www.fws.gov/refuge/iroquois/,585-948-5445,"1101 Casey Road, Basom, NY","1101 Casey Road, Basom, NY, 14013",43.111276,-78.403039,New York,14013,No,,
241,USA.StreetName,M,89.86,A,"US 20, Seneca Falls, New York, 13148",StreetName, , , , , ,US,20, , ,US 20,Seneca Falls,New York,13148,USA,-76.782755,42.929267,-76.782755,42.929267,"3395 U.S. Route 20 East, Seneca Falls, NY, 13148",243, U.S. Fish and Wildlife Service,Montezuma NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities,  recreation","Y, with volunteers and partner organizations",Peak periods April through November,http://www.fws.gov/refuge/montezuma/,315-568-5987,"3395 U.S. Route 20 East, Seneca Falls, NY","3395 U.S. Route 20 East, Seneca Falls, NY, 13148",42.929267,-76.782755,New York,13148,No,,
242,USA.StreetAddress,M,100,A,"340 Smith Rd, Shirley, New York, 11967",StreetAddress,340,314,344,L, , ,Smith,Rd, ,340 Smith Rd,Shirley,New York,11967,USA,-72.879776,40.792439,-72.879776,40.792439,"340 Smith Road, Shirley, NY, 11967",244, U.S. Fish and Wildlife Service,Werthiem NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations","Peak periods April through November, although activities are offered throughout the year",http://www.fws.gov/refuge/wertheim/,631-286-0485,"340 Smith Road, Shirley, NY","340 Smith Road, Shirley, NY, 11967",40.792439,-72.879776,New York,11967,No,,
243,USA.Postal,M,100,A,"27954, Manteo, North Carolina",Postal, , , , , , , , , , ,Manteo,North Carolina,27954,USA,-75.676967,35.911086,-75.676967,35.911086,"100 Conservation Way, Manteo, NC, 27954",245, U.S. Fish and Wildlife Service,Alligator River NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities, transpotation grants through partner","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Alligator_River/,252-473-1131,"100 Conservation Way, Manteo, NC","100 Conservation Way, Manteo, NC, 27954",35.911086,-75.676967,North Carolina,27954,No,,
244,USA.Postal,M,100,A,"27954, Manteo, North Carolina",Postal, , , , , , , , , , ,Manteo,North Carolina,27954,USA,-75.676967,35.911086,-75.676967,35.911086,"100 Conservation Way, Manteo, NC, 27954",246, U.S. Fish and Wildlife Service,Pea Island NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities, transpotation grants through partner","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/pea_island/,252-987-2394,"100 Conservation Way, Manteo, NC","100 Conservation Way, Manteo, NC, 27954",35.911086,-75.676967,North Carolina,27954,No,,
245,USA.StreetAddress,M,100,A,"3275 11th St NW, Coleharbor, North Dakota, 58531",StreetAddress,3275,3201,3297,R, , ,11th,St,NW,3275 11th St NW,Coleharbor,North Dakota,58531,USA,-101.238575,47.574524,-101.238575,47.574524,"3275 11th St. NW, Coleharbor, ND  , 58531",247, U.S. Fish and Wildlife Service,Audubon NWR,"visitor education center (Mon - Fri), trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities, auto tour, recreation","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/audubon/,701-442-5474,"3275 11th St. NW, Coleharbor, ND","3275 11th St. NW, Coleharbor, ND  , 58531",47.574524,-101.238575,North Dakota,58531,No,,
246,USA.Postal,M,100,A,"58335, Fort Totten, North Dakota",Postal, , , , , , , , , , ,Fort Totten,North Dakota,58335,USA,-98.986158,47.966916,-98.986158,47.966916,"2107 Park Drive, Fort Totten, ND, 58335",248, U.S. Fish and Wildlife Service,Sullys Hill National Game Preserve,"visitor education center (Tues - Sat), trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities, auto tour, recreation","Y, with volunteers and partner organizations","Peak periods are autumn, and spring, although winter opportunities exist",http://www.fws.gov/refuge/Sullys_Hill_National_Game_Preserve/,701-766-4272,"2107 Park Drive, Fort Totten, ND","2107 Park Drive, Fort Totten, ND, 58335",47.966916,-98.986158,North Dakota,58335,No,,
247,USA.StreetAddress,M,100,A,"14000 W State Route 2, Oak Harbor, Ohio, 43449",StreetAddress,14000,14000,14998,L,W, ,State Route 2, , ,14000 W State Route 2,Oak Harbor,Ohio,43449,USA,-83.20233,41.603767,-83.20233,41.603767,"14000 West State Route 2, Oak Harbor, OH, 43449",249, U.S. Fish and Wildlife Service,Ottawa NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/ottawa/,(419) 898-0014,"14000 West State Route 2, Oak Harbor, OH","14000 West State Route 2, Oak Harbor, OH, 43449",41.603767,-83.20233,Ohio,43449,No,,
248,USA.PointAddress,M,90.92,A,"32 Refuge Headquarters Rd, Indiahoma, Oklahoma, 73552",PointAddress,32, , ,L, , ,Refuge Headquarters,Rd, ,32 Refuge Headquarters Rd,Indiahoma,Oklahoma,73552,USA,-98.713072,34.732935,-98.713111,34.73285,"32 Refuge Headquarters, Indiahoma, OK , 73552",250, U.S. Fish and Wildlife Service,Wichita Mtns NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Wichita_Mountains/,(580) 429-2197,"32 Refuge Headquarters, Indiahoma, OK","32 Refuge Headquarters, Indiahoma, OK , 73552",34.732935,-98.713072,Oklahoma,73552,No,,
249,USA.PointAddress,M,86.01,A,"19255 SW Pacific Hwy W, Sherwood, Oregon, 97140",PointAddress,19255, , ,L,SW, ,Pacific,Hwy,W,19255 SW Pacific Hwy W,Sherwood,Oregon,97140,USA,-122.83127,45.380576,-122.838131,45.38297,"19255 SW Pacific Highway (99W), Sherwood, OR, 97140",251, U.S. Fish and Wildlife Service,Tualitin River NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Tualatin_River/,(503) 625-5944,"19255 SW Pacific Highway (99W), Sherwood, OR","19255 SW Pacific Highway (99W), Sherwood, OR, 97140",45.380576,-122.83127,Oregon,97140,No,,
250,USA.StreetAddress,M,100,A,"8601 Lindbergh Blvd, Philadelphia, Pennsylvania, 19153",StreetAddress,8601,8663,8601,L, , ,Lindbergh,Blvd, ,8601 Lindbergh Blvd,Philadelphia,Pennsylvania,19153,USA,-75.254927,39.894818,-75.254927,39.894818,"8601 Lindbergh Blvd., Philadelphia, PA, 19153",252, U.S. Fish and Wildlife Service,John Heinz at Tinicum NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/john_heinz/,215-365-3118,"8601 Lindbergh Blvd., Philadelphia, PA","8601 Lindbergh Blvd., Philadelphia, PA, 19153",39.894818,-75.254927,Pennsylvania,19153,No,,
251,PRI.PostalLocality,T,100,A,"Vieques, Mosquito, Vieques, 00765",PostalLoc, , , , , , , , , , ,Vieques,Puerto Rico,765,PRI,-65.537776,18.120245,-65.537776,18.120245,"Road 200, km 0.04/P.O. Box 1527, Vieques, PR, 00765",253, U.S. Fish and Wildlife Service,Vieques National Wildlife Refuge,visitor center at headquarters,Y,"bicycling, beaches, swimming, education programs", ,Year round,http://www.fws.gov/caribbean/Refuges/Vieques/,787-741-2138,"Road 200, km 0.04/P.O. Box 1527, Vieques, PR","Road 200, km 0.04/P.O. Box 1527, Vieques, PR, 00765",18.120245,-65.537776,Puerto Rico,765,No,,
252,PRI.PostalLocality,M,99,A,"Boquer’_n, Cabo Rojo, 00622",PostalLoc, , , , , , , , , , ,Boqueron,Puerto Rico,622,PRI,-67.176731,18.00767,-67.176731,18.00767,"P.O. Box 510, Boqueron, PR, 00622",254, U.S. Fish and Wildlife Service,Cabo Rojo NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/caribbean/refuges/caborojo/outreach.htm,787-851-7258,"P.O. Box 510, Boqueron, PR","P.O. Box 510, Boqueron, PR, 00622",18.00767,-67.176731,Puerto Rico,622,No,,
253,USA.StreetAddress,M,100,A,"50 Bend Rd, Charlestown, Rhode Island, 02813",StreetAddress,50,30,98,L, , ,Bend,Rd, ,50 Bend Rd,Charlestown,Rhode Island,2813,USA,-71.684286,41.36645,-71.684286,41.36645,"50 Bend Road, Charlestown, RI, 02813",255, U.S. Fish and Wildlife Service,Sachuest Pt NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/sachuest_point/,(401)364-9124,"50 Bend Road, Charlestown, RI","50 Bend Road, Charlestown, RI, 02813",41.36645,-71.684286,Rhode Island,2813,No,,
254,USA.StreetAddress,M,99.39,A,"1040 Matunuck School House Rd, South Kingstown, Rhode Island, 02879",StreetAddress,1040,746,1160,L, , ,Matunuck School House,Rd, ,1040 Matunuck School House Rd,South Kingstown,Rhode Island,2879,USA,-71.583728,41.38356,-71.583728,41.38356,"1040 Matunuck Schoolhouse Road, South Kingstown, RI, 02879",256, U.S. Fish and Wildlife Service,Trustom Pond NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/trustom_pond/,(401) 364-9124,"1040 Matunuck Schoolhouse Road, South Kingstown, RI","1040 Matunuck Schoolhouse Road, South Kingstown, RI, 02879",41.38356,-71.583728,Rhode Island,2879,No,,
255,USA.PointAddress,M,100,A,"694 Beech Hill Ln, Hardeeville, South Carolina, 29927",PointAddress,694, , ,R, , ,Beech Hill,Ln, ,694 Beech Hill Ln,Hardeeville,South Carolina,29927,USA,-81.075996,32.172986,-81.076071,32.17284,"694 Beech Hill Lane, Hardeeville, SC, 29927",257, U.S. Fish and Wildlife Service,Savannah NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Savannah/,(843) 784-2468,"694 Beech Hill Lane, Hardeeville, SC","694 Beech Hill Lane, Hardeeville, SC, 29927",32.172986,-81.075996,South Carolina,29927,No,,
